transaction_amount,transaction_hour,customer_age,customer_transaction_count,customer_avg_transaction_amount,customer_failed_payment_count,customer_chargeback_count,transactions_last_10_minutes,transactions_last_1_hour,account_age_days,distance_from_billing_location,ip_country_match,device_trust_score,new_device,new_ip,payment_method_age_days,card_bin_risk,merchant_risk_score,previous_fraud_flag,velocity_score,is_fraud
220.51,14,54,40,221.95,0,0,0,1,244,53.56,1,79,0,0,682,0.231,0.038,0,0.57,0
213.98,10,62,51,72.99,0,0,0,3,1307,43.71,1,95,0,0,81,0.011,0.144,0,1.02,0
361.69,7,42,52,167.47,0,0,0,0,825,3.7,1,72,1,0,554,0.011,0.137,0,0.64,0
377.64,7,34,79,261.25,0,0,0,3,1194,23.75,0,98,0,0,290,0.129,0.034,0,0.06,0
44.13,10,45,27,248.96,0,0,0,2,1252,2.01,1,76,1,0,172,0.059,0.104,0,2.39,0
400.41,11,30,94,125.37,0,0,0,2,262,6.96,1,71,0,0,522,0.082,0.102,0,1.24,0
261.01,13,48,43,108.16,0,0,0,0,1428,2.34,1,92,0,1,309,0.074,0.118,0,0.27,0
383.0,15,60,92,148.57,0,0,0,0,408,2.29,1,77,0,0,574,0.058,0.106,0,0.25,0
73.91,14,37,60,258.31,0,0,0,2,209,19.68,1,77,1,0,691,0.055,0.149,0,0.03,0
405.24,19,54,27,71.61,0,0,0,2,785,9.2,0,95,0,0,609,0.06,0.124,0,0.28,0
186.66,21,41,94,288.17,0,0,1,3,672,3.96,1,80,0,0,330,0.1,0.09,0,0.82,0
360.4,14,35,19,235.25,0,0,0,2,879,2.93,1,93,0,0,212,0.175,0.16,0,2.33,0
294.15,15,38,98,160.67,0,0,0,3,987,6.79,1,84,0,0,236,0.014,0.076,0,1.46,0
142.71,11,21,46,292.72,0,0,0,1,561,25.98,1,87,0,0,101,0.087,0.136,0,1.43,0
234.97,13,38,15,191.38,0,0,0,2,577,4.05,1,85,0,0,271,0.221,0.072,0,2.25,0
388.49,16,48,12,149.71,0,0,0,0,379,1.87,1,74,0,0,328,0.141,0.159,0,1.52,0
395.06,7,28,14,222.42,0,0,0,1,833,5.18,1,71,0,0,406,0.121,0.155,0,1.67,0
244.96,16,59,68,252.86,0,0,1,1,201,13.49,0,75,0,0,231,0.187,0.167,0,1.81,0
355.54,14,64,82,84.7,0,0,0,3,1309,3.53,1,75,0,0,237,0.181,0.143,0,0.71,0
280.71,16,59,11,281.88,0,0,0,1,1219,16.25,1,98,0,0,136,0.192,0.195,0,2.2,0
283.28,7,35,20,149.72,0,0,0,1,883,21.61,0,98,0,1,726,0.17,0.167,0,0.98,0
425.35,14,60,23,69.45,0,0,0,2,243,20.05,1,86,0,0,630,0.228,0.055,0,2.32,0
307.26,18,39,12,220.74,1,0,1,0,1461,74.53,1,92,0,0,636,0.081,0.054,0,1.72,0
278.45,12,56,50,60.13,0,0,0,3,1408,11.11,1,80,0,0,185,0.102,0.051,0,2.02,0
210.64,20,43,50,253.61,0,0,0,1,969,8.39,1,89,0,0,306,0.213,0.144,0,0.71,0
23121.78,3,37,7,126.76,4,2,8,12,8,8942.3,0,24,1,1,8,0.736,0.672,1,11.44,1
437.42,21,36,84,186.78,0,0,0,3,620,3.32,1,80,0,1,742,0.248,0.164,0,0.87,0
61.1,22,64,106,75.23,0,0,0,2,330,14.7,1,97,1,0,787,0.012,0.036,0,0.12,0
322.02,9,32,91,103.45,0,0,0,3,1095,5.0,1,80,0,0,66,0.012,0.179,0,1.72,0
420.31,22,59,14,71.0,0,0,0,2,653,13.15,1,86,0,0,136,0.077,0.034,0,2.36,0
208.67,9,55,60,60.47,0,0,0,0,264,13.29,0,92,0,0,439,0.054,0.035,0,0.11,0
82.75,19,41,9,208.88,0,0,0,0,917,41.69,0,72,0,0,529,0.101,0.029,0,0.55,0
201.8,12,60,31,247.38,0,0,0,3,76,8.44,1,90,1,0,561,0.243,0.155,0,0.84,0
203.1,13,60,22,253.28,0,0,0,1,1210,4.15,1,74,0,1,359,0.157,0.107,0,1.48,0
375.08,14,43,76,98.31,0,0,0,1,1342,7.84,1,81,1,0,737,0.14,0.056,0,1.35,0
351.45,21,64,76,240.48,0,0,0,0,905,9.24,1,90,0,1,578,0.213,0.196,0,1.55,0
204.84,16,27,89,288.06,0,0,0,3,1141,3.86,1,71,0,0,511,0.224,0.056,0,1.53,0
4709.7,1,29,13,31.0,4,3,12,19,20,1361.55,0,17,1,1,6,0.926,0.774,1,15.03,1
313.31,18,27,70,242.53,0,0,0,3,146,0.33,1,98,0,0,761,0.212,0.084,0,1.71,0
388.78,15,33,50,238.31,0,0,0,3,1308,3.43,1,76,0,1,648,0.186,0.044,0,0.47,0
206.59,16,39,107,134.47,0,0,0,2,1251,37.58,1,76,0,1,213,0.085,0.199,0,1.65,0
19.0,11,42,115,260.41,0,0,0,3,1451,35.29,1,76,0,0,189,0.196,0.125,0,2.17,0
249.59,18,21,70,226.52,0,0,0,2,490,4.66,1,77,0,1,28,0.152,0.125,0,0.93,0
415.36,15,27,44,133.11,0,0,0,1,1072,13.27,1,75,0,1,308,0.164,0.06,0,0.53,0
14.4,22,32,68,289.16,0,0,0,0,695,1.02,1,82,0,0,359,0.131,0.049,0,1.35,0
97.39,21,40,79,211.33,0,0,0,1,794,114.49,1,75,0,0,766,0.155,0.062,0,2.26,0
446.91,16,42,22,50.57,0,0,0,0,1332,6.99,1,76,0,0,704,0.135,0.049,0,0.79,0
35.12,7,33,99,34.86,0,0,0,1,245,20.39,1,84,0,1,581,0.104,0.093,0,2.42,0
25.17,11,30,5,111.63,0,0,0,1,782,21.48,1,83,0,1,341,0.123,0.043,0,0.97,0
399.75,12,50,27,35.45,0,0,0,3,220,20.18,1,70,1,0,100,0.116,0.098,0,0.9,0
255.29,16,40,41,176.0,0,0,0,0,1236,10.79,1,94,0,0,516,0.207,0.069,0,0.03,0
24.41,14,48,89,239.81,1,0,0,0,1055,22.31,0,74,0,0,693,0.104,0.173,0,1.39,0
386.75,16,22,57,173.41,1,0,0,0,726,24.45,1,87,0,0,81,0.194,0.088,0,1.92,0
14.32,9,41,109,261.9,0,0,0,0,1377,28.16,1,97,0,0,437,0.089,0.165,0,2.36,0
69.97,19,35,32,100.84,0,0,0,3,1458,21.39,1,80,0,0,184,0.111,0.051,0,1.86,0
202.74,17,34,6,287.48,0,0,0,0,431,14.76,1,95,1,1,39,0.135,0.026,0,0.13,0
151.06,20,47,39,188.01,0,0,0,1,877,6.4,1,78,0,0,333,0.165,0.036,0,2.21,0
378.15,11,51,10,236.29,0,0,0,0,464,1.41,1,74,0,0,539,0.232,0.047,0,1.3,0
282.13,18,24,57,154.33,0,0,1,0,1223,1.21,1,99,0,0,587,0.188,0.124,0,0.59,0
13.0,13,61,47,298.35,0,0,0,0,341,4.12,1,80,0,1,77,0.151,0.092,0,2.04,0
108.79,19,56,112,100.52,0,0,0,1,626,2.36,1,89,0,0,743,0.206,0.121,0,1.36,0
54.68,7,23,55,237.06,0,0,0,3,258,4.63,1,74,1,0,664,0.218,0.076,0,0.28,0
17.73,18,50,15,292.49,1,0,0,0,1223,0.18,1,73,0,0,461,0.223,0.053,0,0.62,0
247.62,19,36,17,251.11,0,0,0,3,145,12.1,1,86,0,1,412,0.047,0.189,0,0.36,0
120.25,8,65,105,109.69,0,0,0,0,1291,30.38,1,97,0,0,413,0.067,0.161,0,0.72,0
115.41,9,27,13,178.42,0,0,0,3,216,1.82,1,75,0,0,584,0.089,0.039,0,2.4,0
99.4,11,63,38,66.9,0,0,1,3,1119,11.27,1,88,0,1,640,0.206,0.08,0,0.94,0
47.61,18,60,69,58.3,1,0,0,0,1237,24.1,1,70,0,0,78,0.073,0.132,0,1.81,0
393.08,10,58,39,144.3,2,0,0,0,1073,6.77,1,74,1,0,380,0.162,0.06,0,2.35,0
342.57,18,23,25,258.05,0,0,0,1,402,22.48,1,72,0,0,533,0.122,0.065,0,1.64,0
17.61,9,36,92,74.18,0,0,0,3,1047,2.61,1,84,0,0,570,0.031,0.127,0,0.86,0
192.91,13,28,47,255.84,0,0,0,1,302,16.21,1,99,1,0,576,0.056,0.102,0,0.76,0
20413.24,3,20,3,101.35,2,3,11,13,4,4958.89,0,19,1,1,4,0.787,0.642,0,14.59,1
263.61,19,49,22,198.93,0,0,0,0,217,6.33,1,78,1,0,227,0.088,0.146,0,1.19,0
93.3,22,31,39,67.41,0,0,0,3,701,26.81,1,87,1,0,600,0.163,0.059,0,0.74,0
198.18,16,57,67,52.57,0,0,0,2,1294,9.28,1,97,0,1,35,0.214,0.038,0,2.33,0
88.68,17,41,115,110.28,0,0,0,3,379,5.57,1,89,0,0,553,0.033,0.175,0,1.39,0
79.61,22,40,72,262.25,0,0,0,2,1267,21.63,1,94,0,0,759,0.118,0.097,0,1.87,0
71.04,10,23,70,171.54,0,0,0,3,514,1.56,1,72,0,0,201,0.185,0.143,0,0.35,0
182.66,18,65,120,207.57,0,0,0,2,1247,5.47,1,82,0,0,590,0.123,0.061,0,0.91,0
313.16,12,63,101,217.88,0,0,0,1,873,32.77,1,86,0,0,299,0.01,0.145,0,1.88,0
33.52,9,50,8,99.81,0,0,0,2,1101,1.66,1,72,0,0,571,0.226,0.164,0,1.46,0
26.82,10,54,88,219.34,0,0,0,0,63,15.47,1,77,0,0,402,0.216,0.1,0,0.98,0
240.14,15,46,119,124.27,0,0,0,0,616,3.43,1,81,0,0,675,0.015,0.026,0,0.94,0
420.34,8,43,85,39.5,0,0,0,1,808,9.77,1,70,0,1,514,0.048,0.02,0,1.38,0
170.18,10,56,46,123.88,0,0,0,3,900,6.89,1,71,0,1,573,0.086,0.195,0,0.33,0
118.57,18,21,12,99.75,0,0,0,0,469,0.4,1,97,0,0,411,0.179,0.039,0,1.0,0
46.15,11,39,23,142.01,0,0,0,2,171,18.42,1,89,0,0,268,0.09,0.131,0,0.78,0
4540.06,3,51,10,142.65,2,1,7,13,15,2389.01,0,10,1,1,8,0.691,0.541,1,12.83,1
29.7,18,39,117,230.66,0,0,0,3,759,7.2,1,72,0,0,450,0.138,0.058,0,2.36,0
368.78,10,37,83,134.07,0,0,0,0,1440,24.11,1,80,0,0,113,0.03,0.148,0,1.69,0
12719.99,23,30,4,140.17,4,4,5,9,17,9185.35,0,21,1,1,3,0.683,0.912,1,11.95,1
387.13,19,23,49,157.69,0,0,0,1,564,7.91,1,83,0,0,141,0.161,0.032,0,1.11,0
87.01,13,37,92,74.88,0,0,0,1,878,31.16,1,70,0,0,273,0.238,0.05,0,0.09,0
417.43,13,58,62,283.58,2,0,0,1,1435,15.45,1,87,0,0,56,0.137,0.073,0,0.79,0
391.85,13,63,104,109.87,0,1,0,0,74,0.49,1,87,0,0,643,0.132,0.124,0,0.95,0
303.21,10,63,6,299.84,0,0,0,1,133,1.47,1,91,0,0,776,0.206,0.15,0,1.67,0
33.11,14,39,31,177.21,0,0,1,0,320,15.58,1,79,0,0,52,0.186,0.036,0,1.23,0
199.8,8,44,84,69.62,0,0,0,2,991,36.63,1,91,0,0,105,0.191,0.136,0,2.36,0
312.88,13,26,63,200.59,0,0,0,1,1383,8.97,1,91,0,0,546,0.091,0.044,0,0.98,0
439.63,12,38,17,264.53,2,0,0,3,987,2.39,1,97,0,0,617,0.014,0.069,0,1.83,0
226.27,17,41,7,164.74,0,0,0,2,325,18.23,1,92,0,1,428,0.06,0.077,0,0.62,0
195.79,9,59,40,272.87,0,0,0,3,505,35.82,1,71,0,0,679,0.042,0.162,0,0.34,0
55.06,15,21,40,129.99,0,0,0,0,1343,11.23,0,75,0,0,401,0.246,0.187,0,1.23,0
15281.95,2,38,10,68.1,7,1,3,9,11,4575.31,0,45,1,1,5,0.911,0.656,0,9.61,1
447.74,12,35,73,208.07,0,0,0,0,588,7.64,1,90,0,1,745,0.23,0.031,0,2.02,0
290.21,20,28,120,150.34,0,0,0,3,582,38.05,1,91,1,0,277,0.249,0.172,0,1.1,0
98.46,11,43,114,176.17,0,0,0,3,918,31.3,1,92,0,1,650,0.18,0.105,0,1.69,0
185.68,20,50,53,166.19,0,0,0,3,715,6.79,1,83,0,0,724,0.136,0.079,0,1.44,0
252.32,15,53,19,132.62,0,0,0,0,50,7.36,1,77,1,0,206,0.078,0.151,0,2.1,0
213.09,12,46,12,51.4,0,0,0,3,1318,5.13,1,88,0,1,633,0.128,0.082,0,1.66,0
92.95,18,35,97,204.2,0,0,0,0,1227,5.05,1,86,0,0,46,0.214,0.162,0,1.64,0
335.19,7,25,5,213.63,0,0,1,2,1419,5.57,1,87,0,0,159,0.011,0.069,0,2.0,0
130.7,12,30,96,261.03,0,0,0,3,1435,41.9,1,70,0,0,228,0.193,0.02,0,1.37,0
94.21,16,59,92,245.32,0,0,0,3,1172,1.22,1,90,0,1,507,0.203,0.142,0,1.4,0
149.59,13,59,8,262.64,0,0,0,1,963,6.65,1,81,0,0,450,0.248,0.171,0,2.29,0
328.15,21,22,21,92.59,1,0,0,2,916,18.73,1,79,0,0,154,0.157,0.046,0,2.21,0
155.89,14,58,23,56.38,0,0,0,0,841,4.66,1,95,1,0,443,0.196,0.083,0,2.32,0
27.38,13,31,70,116.89,0,0,1,2,1496,1.07,1,76,0,0,96,0.228,0.116,0,0.36,0
92.93,7,21,47,176.9,0,0,0,1,497,26.49,1,98,0,0,109,0.059,0.059,0,1.4,0
199.29,10,62,88,266.98,0,0,0,1,877,6.21,1,83,0,0,335,0.17,0.087,0,2.31,0
260.59,16,26,119,186.19,0,0,0,2,1284,13.5,1,82,0,0,174,0.053,0.129,0,2.16,0
328.58,18,28,115,230.35,0,0,0,2,516,6.05,1,98,0,0,549,0.099,0.025,0,1.35,0
447.71,7,36,97,194.66,0,0,0,0,31,7.54,1,90,0,0,492,0.104,0.199,0,1.42,0
42.79,20,22,8,226.09,0,0,0,0,751,25.5,1,73,0,0,642,0.128,0.022,0,1.34,0
346.62,20,45,27,196.22,0,0,0,3,341,4.83,1,98,0,0,621,0.047,0.16,0,0.53,0
69.75,20,56,60,274.02,1,0,0,2,275,4.61,1,87,0,0,374,0.021,0.081,0,0.8,0
105.6,19,25,39,78.81,0,0,1,0,919,19.9,1,80,0,0,671,0.076,0.179,0,1.73,0
9645.2,13,22,14,28.65,7,4,9,13,8,3937.27,0,33,1,0,7,0.95,0.816,1,6.33,1
139.47,20,35,18,64.77,0,0,0,0,281,35.14,1,83,0,0,191,0.177,0.19,0,2.15,0
82.74,14,34,110,101.36,0,0,0,3,174,18.31,1,98,1,0,532,0.232,0.123,0,1.47,0
300.08,20,36,96,255.25,0,0,0,2,1421,7.25,0,71,0,0,580,0.232,0.098,0,1.96,0
434.29,21,64,52,284.61,0,0,0,2,541,9.53,1,94,0,1,180,0.167,0.153,0,2.23,0
387.15,9,38,65,58.36,0,0,0,2,532,2.3,1,87,0,0,375,0.117,0.191,0,2.03,0
170.99,18,33,14,111.55,0,0,0,1,825,8.75,1,81,0,0,160,0.207,0.045,0,1.69,0
197.38,20,53,86,41.65,0,0,0,3,615,15.49,1,76,0,1,670,0.119,0.112,0,0.8,0
361.42,11,28,52,220.08,0,0,0,2,1182,10.32,1,83,1,1,100,0.242,0.126,0,0.25,0
247.35,7,60,88,133.35,2,0,0,1,1401,17.48,1,98,0,0,352,0.075,0.137,0,1.66,0
34.15,17,51,32,86.52,0,0,0,2,344,12.79,1,90,0,0,261,0.012,0.09,0,0.85,0
390.92,8,47,29,293.39,0,0,0,0,466,1.81,0,89,0,0,437,0.17,0.156,0,0.37,0
170.48,15,63,114,235.63,0,0,0,2,1385,21.73,1,99,0,0,178,0.066,0.086,0,2.35,0
243.84,16,58,90,235.47,0,0,0,0,1093,1.77,1,81,0,1,285,0.015,0.181,0,1.03,0
181.84,13,35,63,133.06,0,0,0,3,1057,16.76,1,77,0,0,611,0.209,0.038,0,1.57,0
128.03,10,56,114,104.51,0,0,0,1,285,14.85,1,83,0,0,503,0.065,0.109,0,0.57,0
66.51,21,53,11,67.32,0,0,0,3,263,45.49,1,92,0,0,527,0.247,0.191,0,0.05,0
380.71,18,39,42,152.47,0,0,0,0,1459,11.74,1,98,1,1,35,0.136,0.113,0,0.24,0
29.58,10,42,102,190.16,0,0,0,2,1025,10.39,1,92,0,1,569,0.239,0.021,0,1.72,0
73.97,9,54,101,103.88,0,0,0,2,1089,12.59,1,89,0,0,426,0.12,0.167,0,2.22,0
77.3,17,32,32,55.05,0,0,0,1,324,5.36,1,78,0,0,414,0.111,0.032,0,0.19,0
285.63,16,35,72,95.62,0,0,0,2,1180,11.91,1,87,0,0,782,0.072,0.059,0,0.72,0
301.77,14,21,116,274.76,0,0,0,1,1476,0.02,1,90,0,0,33,0.15,0.2,0,0.36,0
183.3,10,36,56,113.6,0,0,0,2,812,11.77,1,73,0,1,631,0.137,0.057,0,0.63,0
345.93,9,56,33,36.32,1,0,1,1,264,9.88,1,96,0,0,579,0.181,0.078,0,1.88,0
351.9,18,28,34,31.64,0,0,0,1,341,68.04,1,95,0,0,105,0.181,0.074,0,1.67,0
332.65,7,44,87,254.24,0,0,0,1,1289,6.69,1,89,0,0,95,0.172,0.087,0,1.61,0
162.93,9,45,16,172.88,0,0,0,3,694,3.22,1,82,0,0,32,0.171,0.12,0,1.4,0
280.74,11,31,18,124.99,0,0,0,1,1014,23.88,1,76,1,0,399,0.058,0.174,0,0.57,0
276.35,12,65,18,154.44,0,0,0,0,887,7.67,1,98,0,0,496,0.056,0.097,0,1.73,0
140.37,14,65,109,180.59,1,0,0,3,357,3.11,0,87,0,0,268,0.065,0.184,0,0.55,0
7969.55,1,36,10,120.47,2,3,12,11,2,1424.06,0,32,1,1,7,0.681,0.571,1,10.68,1
186.58,9,33,28,182.51,0,0,0,1,416,39.15,1,95,0,0,255,0.012,0.109,0,2.44,0
262.3,13,55,120,62.38,0,0,0,2,464,2.39,1,99,0,0,171,0.136,0.16,0,1.06,0
357.64,7,32,8,67.38,0,0,0,2,683,6.12,1,72,0,0,152,0.176,0.048,0,0.53,0
115.13,22,39,12,237.74,0,0,1,2,383,45.36,1,74,0,0,220,0.066,0.021,0,2.22,0
53.78,10,31,91,40.84,0,0,0,2,642,13.3,1,99,0,0,227,0.191,0.109,0,0.88,0
194.58,16,24,38,106.99,0,0,0,2,365,2.28,1,72,0,0,448,0.165,0.184,0,0.95,0
174.38,20,33,16,293.45,1,0,0,0,866,46.17,1,90,1,0,106,0.163,0.07,0,0.88,0
413.68,22,53,41,45.29,0,0,0,1,684,7.89,1,85,0,0,531,0.134,0.155,0,0.66,0
335.31,10,42,107,66.89,0,0,0,3,1341,42.05,1,78,0,1,567,0.017,0.03,0,0.2,0
441.73,13,28,35,161.05,0,0,0,3,1077,50.51,1,96,0,0,560,0.195,0.182,0,1.3,0
275.01,17,57,100,166.02,0,0,0,2,166,6.46,1,78,0,1,202,0.121,0.029,0,0.98,0
194.77,11,40,34,261.18,1,0,0,3,1142,69.6,1,79,0,0,565,0.156,0.19,0,1.82,0
88.21,14,21,43,56.54,0,0,0,2,33,26.09,1,88,0,0,532,0.132,0.072,0,1.7,0
285.8,22,34,21,198.18,0,0,0,2,732,19.77,1,92,0,1,726,0.167,0.078,0,1.29,0
253.26,20,36,75,90.4,0,0,0,2,624,7.64,1,72,0,0,269,0.189,0.044,0,1.59,0
381.27,15,36,70,121.25,0,0,0,0,1116,13.79,1,95,0,0,295,0.188,0.035,0,1.21,0
367.4,7,65,116,44.17,1,0,0,2,183,4.59,1,95,0,0,189,0.232,0.125,0,0.8,0
1779.7,19,46,8,77.21,6,3,8,24,17,3873.04,0,26,1,1,6,0.827,0.546,1,13.36,1
193.2,19,46,85,240.44,1,0,0,2,107,9.01,1,94,0,0,610,0.204,0.077,0,0.98,0
104.69,7,52,98,149.62,0,0,0,3,1050,13.14,1,92,0,1,718,0.065,0.113,0,0.89,0
34.96,12,45,52,298.88,0,0,0,0,1118,23.83,0,83,1,0,59,0.148,0.176,0,1.41,0
217.68,10,21,61,220.9,0,0,0,2,1469,4.28,1,82,0,0,746,0.187,0.099,0,1.19,0
175.55,21,54,53,178.95,0,0,0,2,979,7.67,1,85,1,1,515,0.022,0.163,0,0.22,0
153.53,12,30,17,295.72,0,0,1,0,1405,0.16,1,70,0,1,340,0.134,0.162,0,0.57,0
285.29,8,26,97,228.31,0,0,0,1,1200,4.67,1,81,0,0,551,0.124,0.178,0,0.85,0
294.34,18,24,35,297.2,0,0,0,1,1154,11.22,1,88,0,0,615,0.147,0.096,0,2.25,0
232.24,20,25,73,292.7,1,0,0,3,627,5.61,1,98,0,0,401,0.019,0.043,0,0.01,0
448.66,15,26,10,278.74,1,0,0,2,968,55.07,1,73,0,0,418,0.028,0.122,0,2.41,0
89.87,21,31,31,157.86,0,0,0,3,1075,26.41,1,92,0,1,450,0.074,0.1,0,0.07,0
231.12,10,62,23,51.48,0,0,0,2,382,44.25,1,78,0,0,356,0.211,0.064,0,2.4,0
343.95,22,45,35,107.18,0,0,0,1,150,5.58,1,85,0,0,72,0.058,0.173,0,1.62,0
65.23,11,46,55,58.19,0,0,0,0,979,1.65,1,84,1,1,66,0.047,0.173,0,1.26,0
286.03,16,63,77,71.51,1,0,0,0,793,7.94,1,84,0,0,747,0.201,0.073,0,0.31,0
12.03,15,53,11,113.08,0,0,0,1,404,10.27,1,99,0,1,456,0.23,0.035,0,0.28,0
159.1,20,51,29,124.68,0,0,0,1,1354,7.26,1,74,0,0,617,0.064,0.154,0,0.63,0
147.02,18,26,104,189.47,1,0,0,1,1248,2.97,1,99,0,0,408,0.074,0.184,0,1.95,0
263.25,14,55,35,258.88,0,0,0,0,953,1.28,1,96,0,0,713,0.158,0.088,0,1.16,0
404.8,19,34,20,228.17,1,0,0,1,1476,23.03,1,71,0,0,39,0.24,0.03,0,1.25,0
272.2,13,53,96,167.31,1,0,0,1,962,8.12,1,70,0,0,106,0.168,0.09,0,0.28,0
80.31,10,52,46,152.5,0,0,0,1,1322,10.38,1,75,0,0,199,0.238,0.174,0,1.89,0
121.53,16,57,100,110.26,0,0,0,3,314,47.17,1,80,0,1,28,0.239,0.158,0,1.95,0
100.62,10,26,39,174.67,0,0,0,0,1370,2.68,1,82,0,0,16,0.047,0.041,0,0.09,0
24.76,8,65,63,62.75,1,0,0,3,1007,21.25,1,77,0,0,538,0.224,0.072,0,1.1,0
183.86,21,49,111,101.89,0,0,0,2,260,2.1,1,92,0,0,779,0.015,0.1,0,2.32,0
202.39,22,29,56,242.9,0,0,0,1,1378,13.17,1,79,0,0,667,0.22,0.153,0,1.46,0
47.07,19,36,57,56.18,0,0,0,0,1005,31.35,1,79,0,0,568,0.213,0.029,0,0.3,0
167.37,17,23,93,155.71,0,0,0,1,695,0.96,1,78,0,0,514,0.234,0.049,0,0.27,0
103.67,10,57,15,82.91,0,0,0,1,276,46.11,1,83,0,0,740,0.035,0.158,0,1.45,0
316.17,19,47,77,57.71,0,0,0,1,36,3.01,1,72,0,0,589,0.072,0.069,0,1.72,0
349.36,7,49,21,160.64,2,0,1,1,198,14.87,1,84,1,1,29,0.04,0.035,0,0.3,0
153.13,19,28,95,184.42,0,0,0,0,309,2.91,1,75,0,1,532,0.073,0.169,0,1.5,0
340.28,10,44,45,61.33,0,0,0,0,102,16.06,1,83,0,0,701,0.041,0.104,0,0.23,0
411.34,17,52,54,159.4,0,0,0,1,651,32.42,1,84,0,0,219,0.03,0.156,0,2.21,0
95.05,15,42,42,164.29,0,0,1,0,630,51.98,1,93,0,0,638,0.05,0.058,0,2.14,0
360.56,21,34,43,111.03,1,0,0,0,105,14.52,1,91,0,0,796,0.219,0.049,0,1.62,0
101.75,7,51,52,152.0,0,0,0,2,256,32.39,1,70,0,0,253,0.072,0.021,0,0.41,0
298.49,19,48,34,69.18,0,0,0,1,771,54.17,1,87,0,1,363,0.217,0.194,0,0.71,0
14871.93,2,28,12,73.1,2,3,12,18,12,6366.73,1,41,1,1,6,0.696,0.873,1,15.54,1
180.96,7,52,72,214.75,0,0,0,1,1029,9.62,1,72,0,0,130,0.209,0.146,0,2.35,0
390.21,7,44,49,249.07,0,0,1,3,144,4.99,1,97,0,0,102,0.118,0.033,0,0.1,0
328.14,11,31,101,199.74,0,0,0,3,1012,26.49,1,86,0,0,410,0.175,0.175,0,0.54,0
271.96,11,50,96,149.09,0,0,0,2,1010,10.09,1,88,0,0,625,0.123,0.043,0,1.86,0
269.0,21,36,120,279.79,0,0,0,0,161,3.82,1,94,0,0,459,0.038,0.054,0,1.83,0
248.13,16,59,65,170.64,0,0,0,1,1310,9.12,1,88,0,0,133,0.216,0.038,0,0.88,0
3978.22,2,42,12,137.91,3,4,11,24,8,825.41,0,12,1,1,5,0.834,0.812,1,15.95,1
42.63,7,35,8,76.28,0,0,0,3,1490,4.41,1,85,1,1,395,0.13,0.093,0,0.05,0
244.0,11,64,18,283.4,2,0,0,3,96,7.56,1,78,0,0,36,0.125,0.137,0,1.11,0
304.26,9,44,93,61.07,0,0,0,2,870,9.0,1,97,0,0,310,0.249,0.061,0,0.23,0
227.14,9,50,38,51.53,0,1,0,3,503,2.51,1,91,0,0,438,0.197,0.077,0,2.23,0
311.08,7,64,77,201.12,0,0,0,2,63,11.31,1,75,0,0,184,0.147,0.163,0,1.41,0
418.0,10,54,87,33.47,0,0,0,1,1257,16.06,1,74,0,0,196,0.208,0.154,0,0.97,0
322.69,11,46,50,69.88,0,0,0,0,711,14.56,1,93,0,0,84,0.12,0.078,0,2.1,0
256.22,17,60,55,124.14,0,0,0,2,566,31.15,1,79,0,0,278,0.199,0.163,0,0.3,0
303.22,7,60,38,92.03,2,0,0,0,1128,20.04,1,80,0,0,455,0.144,0.137,0,1.03,0
2003.08,2,26,7,75.34,5,3,7,16,6,1947.62,0,17,1,1,9,0.838,0.74,1,17.45,1
319.82,18,46,88,112.91,0,0,0,1,1074,13.36,1,70,0,0,542,0.12,0.185,0,0.73,0
443.2,11,46,109,187.28,0,0,0,2,317,13.83,1,78,1,0,209,0.224,0.028,0,0.49,0
105.19,10,29,37,170.09,0,0,0,3,469,12.36,1,92,0,0,789,0.177,0.026,0,2.44,0
427.58,14,47,8,68.16,0,0,1,2,68,5.59,1,86,0,0,783,0.179,0.045,0,1.14,0
46.44,18,31,71,249.11,1,0,0,3,287,14.02,1,82,0,0,218,0.072,0.141,0,0.16,0
187.56,10,37,74,90.56,0,0,1,1,368,17.15,1,76,0,0,595,0.241,0.074,0,2.46,0
323.67,7,58,105,30.15,0,0,0,3,1358,10.6,1,83,0,0,373,0.128,0.033,0,0.7,0
174.3,22,47,41,241.72,1,0,0,2,1474,5.33,1,88,0,0,661,0.066,0.115,0,1.14,0
430.92,19,54,114,124.2,0,0,0,1,1361,18.98,1,76,0,0,576,0.124,0.132,0,2.21,0
110.64,21,33,63,177.34,0,0,0,3,841,10.34,1,85,0,1,301,0.098,0.186,0,1.79,0
361.59,8,48,34,256.72,0,0,0,1,668,35.53,1,93,0,0,312,0.174,0.104,0,2.27,0
374.15,17,35,113,289.31,0,0,0,3,693,21.58,1,79,1,0,375,0.227,0.188,0,1.65,0
111.67,13,46,54,145.5,0,0,0,3,269,1.91,1,83,1,1,516,0.182,0.136,0,1.11,0
99.93,7,33,109,233.42,0,0,0,2,1059,93.14,1,96,0,1,631,0.146,0.174,0,0.6,0
445.41,15,39,110,199.57,0,0,0,1,1069,28.06,1,90,0,0,589,0.237,0.183,0,1.56,0
179.8,11,62,83,210.48,1,0,0,1,1396,11.05,1,76,0,1,493,0.125,0.091,0,1.57,0
161.35,17,58,32,144.42,0,0,0,0,1480,13.19,1,82,0,0,122,0.082,0.078,0,2.06,0
269.72,17,41,49,176.29,0,0,0,3,792,22.72,1,82,0,1,251,0.086,0.126,0,2.12,0
